id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P085714,SO-Livestock/Fisheries Strategy,SO-Livestock/Fisheries Strategy (FY07),Kazuki Itaya,Africa,Somalia,Agriculture and Food,,null,Closed,,2007,
P101389,Watershed Management: Approaches and Emerging Lessons,FY07 Watershed Management,Susanne M. Scheierling,Other,World,Agriculture and Food,,null,Closed,,2007,
P090764,"Bihar Rural Livelihoods Project - ""JEEViKA""",IN: Bihar Rural Livelihoods  Project,"Vinay Kumar Vutukuru, Mio Takada",South Asia,India,Agriculture and Food,,63,Closed,,2007,2017
P087891,Sri Lanka Agricultural Research and Extension System Review,LK  Ag Research and Extension Review,Grahame Dixie,South Asia,Sri Lanka,Agriculture and Food,,null,Closed,,2007,
P100347,Capacity Building for Social Development Foundation,Capacity Building for SDF,Meena M. Munshi,South Asia,Bangladesh,Agriculture and Food,,null,Closed,,2007,
P095251,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,CG-Agr Rehab SIL (FY07),Amadou Oumar Ba,Africa,"Congo, Republic of",Agriculture and Food,,20,Closed,,2007,2017
P095214,West Africa Agricultural Productivity Analysis,3A-W Afr Agri Prdctvy Analysis (FY07),Abdoulaye Toure,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P098889,Cotton Sector Recovery Project,COTTON SEC RECOV,Bobojon Yatimov,Europe And Central Asia,Tajikistan,Agriculture and Food,,15,Closed,,2007,2013
P101373,RURAL SECTOR DIALOGUE,RURAL SECTOR DIALOGUE,Anna Georgieva Georgieva,Europe And Central Asia,Russian Federation,Agriculture and Food,,null,Closed,,2007,
P105155,Agricultural Services and Producer Organizations Project,ML-PASAOP Supplemental SIL (FY07),Agadiou Dama,Africa,Mali,Agriculture and Food,,20,Closed,,2007,
P104783,Agricultural Training Strategy Enhancement - VC Session 2,Agricultural Training Strategy Enhanceme,Alyson Kleine,Africa,Western Africa,Agriculture and Food,,null,Closed,,2007,
P096105,Rural and Private Sector Development,SL-Rural Dev & Priv Sec Dev SIL,Hardwick Tchale,Africa,Sierra Leone,Agriculture and Food,,30,Closed,,2007,2016
P104304,Uzbekistan - Avian Influenza Control & Human Pandemic Preparedness Project,Avian Influenza Control project,Dilshod Khidirov,Europe And Central Asia,Uzbekistan,Agriculture and Food,,2.96,Closed,,2007,2010
P105553,ZA: Rural and Land Reform Support,ZA-Rural and Land Reform Support (FY07),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,null,Closed,,2007,
P103586,E-discussion: supply chain development,E-discussion: supply chain development,Alyson Kleine,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P091126,Capacity Building and Piloting of Social Accountability in South Asia,8S: Piloting of Social Accountability SA,Parmesh Shah,South Asia,South Asia,Agriculture and Food,,null,Closed,,2007,
P102805,Nigeria Policy Dialogue - Supporting Enugu State Analytical and Advisory Facility,NG-Policy Dialogue Enugu State (FY07),Simeon Kacou Ehui,Africa,Nigeria,Agriculture and Food,,null,Closed,,2007,
P100938,,ID - Avian Influenza Control (TF),Louise F. Scura,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Closed,,2007,
P080585,Collaborative Program for Livestock Development in Africa,3A-Livestock Dev Collab Prog (FY06),Francois G. Le Gall,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P103496,Capacity Building for agricultural project service providers,Capacty for Agriculture Dev in Burundi,Alyson Kleine,Africa,Burundi,Agriculture and Food,,null,Closed,,2007,
P079165,PE Sierra Rural Development Project,PE Sierra Rural Development Project,Luz Berania Diaz Rios,Latin America And Caribbean,Peru,Agriculture and Food,,20,Closed,,2007,2017
P106012,Fighting the Mango Fruit Fly Threat - VC2,Fighting the Mango Fruit Fly Threat - VC,Alyson Kleine,Africa,Western Africa,Agriculture and Food,,null,Closed,,2007,
P102807,Avian and Human Influenza Control and Prevention,EG-Avian and Human Influenza Control and,Maurice Saade,Middle East And North Africa,"Egypt, Arab Republic of",Agriculture and Food,,7.14,Closed,,2007,2011
P094084,West Africa Agricultural Productivity Program (WAAPP),3A-W.Af Agric Prod Prgm APL WAAPP (FY07),Abdoulaye Toure,Africa,Africa,Agriculture and Food,,45,Closed,,2007,2014
P093130,Tea and Rubber Sector Review,LK: Tea & Rubber Sector Review,Melissa Williams,South Asia,Sri Lanka,Agriculture and Food,,null,Closed,,2007,
P104932,Policy Note on Key Issues in Livestock Marketing,SD-Policy Note on Livestock (FY07),Jeeva A. Perumalpillai-Essex,Africa,Sudan,Agriculture and Food,,null,Closed,,2007,
P074106,Western Kenya CDD and Flood Mitigation Project,KE-W Kenya CDD/Flood Mitigation (FY07),Valens Mwumvaneza,Africa,Kenya,Agriculture and Food,,86,Closed,,2007,2016
P084967,Mindanao Rural Development Project - Phase 2,PH Mindanao Rural Dev. Project - Phase 2,Carolina V. Figueroa-Geron,East Asia And Pacific,Philippines,Agriculture and Food,,83.75,Closed,,2007,2015
P105661,Fighting the Mango Fruit Fly Threat - VC I,Fighting the Mango Fruit Fly Threat - VC,Alyson Kleine,Africa,Western Africa,Agriculture and Food,,null,Closed,,2007,
P064918,Rural Productivity Project,PA Rural Productivity (former 2nd Rur Po,Norman Bentley Piccioni,Latin America And Caribbean,Panama,Agriculture and Food,,39.4,Closed,,2007,2015
P104781,Support to Agricultural Value Chain Development and Diversification in Sub Saharan Africa,3A-SSA Value Chains Support (FY07),Iain G. Shuker,Africa,Africa,Agriculture and Food,,null,Active,,2007,
P104573,"3rd International Conference on Linking Farmers and Markets, New Delhi",Linking Farmers to Mkt Conf,Wilhelmus Gerardus Janssen,South Asia,India,Agriculture and Food,,null,Closed,,2007,
P092806,Agriculture and Rural Development Assessment in Togo - Update,TG-Agr Dev Assess Update (FY07),Patrick Verissimo,Africa,Togo,Agriculture and Food,,null,Closed,,2007,
P105443,India Africa Agrifood Summit,India Africa Agrifood Summit,Martien Van Nieuwkoop,South Asia,South Asia,Agriculture and Food,,null,Closed,,2007,
P090503,Raising Rural Productivity,ID Raising Rural Productivity,Shobha Shetty,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Closed,,2007,
P104933,Policy Note on Marketing of Gum Arabic,SD-Policy Note on Gum Arabic (FY07),Jeeva A. Perumalpillai-Essex,Africa,Sudan,Agriculture and Food,,null,Closed,,2007,
P092877,AGRICULTURE SUPPORT STRATEGY,AG POLICY ASSESSMENT - JERP,Maurizio Guadagni,Europe And Central Asia,Kazakhstan,Agriculture and Food,,null,Closed,,2007,
P083742,Farmer Empowerment through Agricultural Technology and Information,ID-Farmer Empower. Agric.Tech.&Info,Fabrizio Bresciani,East Asia And Pacific,Indonesia,Agriculture and Food,,92.8,Closed,,2007,2013
P105260,Strengthening the Integrated National Program (INP) for the Prevention and Control of Avian and Human Influenza,RY-Avian Influenza Prevention & Control,Pierre Rondot,Middle East And North Africa,"Yemen, Republic of",Agriculture and Food,,0.06,Closed,,2007,
P096426,Solomon Islands Agriculture and Rural Development Strategy,Solomon Islands Rural Sector Strategy,Marianne Grosclaude,East Asia And Pacific,Solomon Islands,Agriculture and Food,,null,Closed,,2007,
P096569,Rwanda Agricultural Policy Note,RW-Agr Policy Note (FY07),Michael Morris,Africa,Rwanda,Agriculture and Food,,null,Closed,,2007,
P102316,Additional Financing Argentina Provincial Agricultural Development Project - Ln. 7425-0 AR,AR Prov Ag Devt I Add'l Financ Ln7425-AR,Alvaro Juan Soler Bavosi,Latin America And Caribbean,Argentina,Agriculture and Food,,37,Closed,,2007,
P098268,,ML-BioCarbon Fund MASPP & Biomass (FY06),Yeyande Kasse Sangho,Africa,Mali,Agriculture and Food,,0,Active,,2007,
P090768,IN Tamil Nadu Irrig Agr Moderniz Water-Bodies Restor Management,IN: TN IAM WARM,"Bayarsaikhan Tumurdavaa, Edward C. Cook",South Asia,India,Agriculture and Food,,485,Closed,,2007,2015
P103534,Training of Training for Training Needs Analysis for Rural Development,Training of Training for Training Needs,Alyson Kleine,Africa,Senegal,Agriculture and Food,,null,Closed,,2007,
P086978,Functional Foods,Functional Foods,Eija Pehu,Other,World,Agriculture and Food,,null,Closed,,2007,
P091261,Pakistan Rural Growth and Poverty Reduction,PAK Rural Growth & Poverty Reduction,Paul A. Dorosh,South Asia,Pakistan,Agriculture and Food,,null,Closed,,2007,
P091889,Ethiopia: Weather Risk Management: An Ethiopian Pilot,ET-Rural Risk Management,Jeeva A. Perumalpillai-Essex,Africa,Ethiopia,Agriculture and Food,,null,Closed,,2007,
P103495,"Jordan, WBG, Israel, Egypt -Sub regional initiative for Avian Influenza","Jordan, WBG, Israel-Sub regional",Colin S. Scott,Middle East And North Africa,Middle East and North Africa,Agriculture and Food,,0.98,Closed,,2007,2010
P095346,Carbon Sequestration and Rural Livelihoods Improvements through Acacia Plantations,NE-CF BIO CF Acacia Plantations (FY06),Elisee Ouedraogo,Africa,Niger,Agriculture and Food,,0.1,Active,,2007,2020
P104208,Capacity Building for the Strategic Development of Agicultural Value Chains,Capacity Building for the Strategic Deve,Alyson Kleine,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P082651,,BR APL 1 Para Integrated Rural Dev,Marianne Grosclaude,Latin America And Caribbean,Brazil,Agriculture and Food,,60,Closed,,2007,2015
P102524,Best Practice in Avian Influenza Compensation,Avian Influenza Compensation,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Closed,,2007,
P103965,Agricultural Training Strategy Enhancement,Agricultural Training Strategy Enhanceme,Alyson Kleine,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P074086,Irrigation and Watershed Management Project,MG-Irrigation & Watershed Project (FY07),Ziva Razafintsalama,Africa,Madagascar,Agriculture and Food,,30,Closed,,2007,2015
P101912,SD - Livestock and Fisheries Development Project - MDTF,South. Livestock & Fisheries Dev. (FY07),Abel Lufafa,Africa,South Sudan,Agriculture and Food,,7.7,Closed,,2007,2011
P103978,Land Policies & Legal Empowerment of the Poor,Land Policies & Empowerment of the Poor,Alyson Kleine,Other,World,Agriculture and Food,,null,Closed,,2007,
P103487,Agriculture in Economic and Social Impact Assessment,Agriculture in Post-Conflict Assessment,Alexander Kremer,Middle East And North Africa,Lebanon,Agriculture and Food,,null,Closed,,2007,
P101879,Additional Financing for the Rural Poverty Reduction Project - Pernambuco,BR Pernambuco Rural Pov. Add'l Financing,Edward William Bresnyan,Latin America And Caribbean,Brazil,Agriculture and Food,,30,Closed,,2007,
P095319,,GW-Land Tenure Issues & Policies (FY06),Renato Nardello,Africa,Guinea-Bissau,Agriculture and Food,,null,Closed,,2007,
P071495,Bundle Master for Rural Poverty and Development,RD Rural Poverty and Development - China,Alyson Kleine,East Asia And Pacific,China,Agriculture and Food,,null,Closed,,2007,
P102485,Avian Influenza Prevention and Control Project,GZ Avian Influenza Prevent & Control Pro,Maurice Saade,Middle East And North Africa,West Bank and Gaza,Agriculture and Food,,3,Closed,,2007,2011
P102842,Avian Influenza and Human Pandemic Preparedness,DJ- Avian Influenza,Jean-Philippe Tre,Middle East And North Africa,Djibouti,Agriculture and Food,,2.11,Closed,,2007,2010
P099220,Lithuania Food Safety and Quality Technical Assistance,FOOD SAFETY - LT,Bekzod Shamsiev,Europe And Central Asia,Lithuania,Agriculture and Food,,null,Closed,,2007,
P100762,Kenya Arid Lands Resource Management Project Emergency Additional Financing,KE-Arid Lands Emergency Add'l Financing,Johannes Woelcke,Africa,Kenya,Agriculture and Food,,60,Closed,,2007,
P098133,,4E Agriculture Strategy,Richard H. E. Chisholm,East Asia And Pacific,East Asia and Pacific,Agriculture and Food,,null,Active,,2007,
P101359,Additional Financing for the Rural Poverty Reduction Project - Piauí,BR - Piauí Rural Pov Add'l Financing,Jorge A. Munoz,Latin America And Caribbean,Brazil,Agriculture and Food,,22.5,Closed,,2007,
P092636,Weather&Price insurance in rural Africa,Weather&Price insurance in rural Afric,John D. Nash,Africa,Africa,Agriculture and Food,,null,Closed,,2007,
P089259,Rainfed Agriculture and Livestock Project,RY Rainfed Agriculture and Livestock,Garry Charlier,Middle East And North Africa,"Yemen, Republic of",Agriculture and Food,,20,Closed,,2007,2015
P091861,Agricultural Policy Monitoring/Attache Meetings,AGRIC POL MNTRG TA,Vera A. Matusevich,Europe And Central Asia,Russian Federation,Agriculture and Food,,null,Closed,,2007,
P098152,TRQ databank,TRQ databank,John D. Nash,Other,World,Agriculture and Food,,null,Closed,,2006,
P097247,South Africa Land ESW,ZA-Land Reform (FY06),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,null,Closed,,2006,
P090939,Agriculture Competitiveness  (Serbia),AG COMPETITIVENESS (Serbia),Julian A. Lampietti,Europe And Central Asia,Serbia,Agriculture and Food,,null,Closed,,2006,
P099605,rural investment climate,rural investment climate,Renate Kloppinger Todd,Other,World,Agriculture and Food,,null,Closed,,2006,
P091917,"Africa Regional, Sub-regional and Country Profiles of Land and Property Rights Issues",3A-Land Rights Profiles (FY06),Frank Fulgence K. Byamugisha,Africa,Africa,Agriculture and Food,,null,Closed,,2006,
P090941,Botswana Poverty and Social Impact Analysis,BW-Poverty & Soc Impact Study (FY06),Aziz Bouzaher,Africa,Botswana,Agriculture and Food,,null,Closed,,2006,
P090234,The Aquaculture Revolution,The Aquaculture Revolution,Kieran Kelleher,Other,World,Agriculture and Food,,null,Closed,,2006,
P088691,Botswana Livestock Sector Development Strategy,BW-Livestock Sec Dev Strategy (FY06),Aziz Bouzaher,Africa,Botswana,Agriculture and Food,,null,Closed,,2006,
P083842,,AGRIC PER,Bekzod Shamsiev,Europe And Central Asia,Russian Federation,Agriculture and Food,,null,Closed,,2006,
P099816,,AGRI PENSIONS,Jan Pakulski,Europe And Central Asia,Poland,Agriculture and Food,,null,Active,,2006,
P091803,,ZM-Smallholder Agricultural Stdy (FY06),Paavo Eliste,Africa,Zambia,Agriculture and Food,,null,Closed,,2006,
P090761,Bihar Agricultural Policy Note,Bihar Rur Agr Pol Note,Rabih H. Karaky,South Asia,India,Agriculture and Food,,null,Closed,,2006,
P099707,Land Titling in Madagascar,MG-Land Titling in Madagascar (FY06),Hanan G. Jacoby,Africa,Madagascar,Agriculture and Food,,null,Closed,,2006,
P091946,RURAL FINANCE SURVEY,RUR FIN STUDY,Holger A. Kray,Europe And Central Asia,Turkey,Agriculture and Food,,null,Closed,,2006,
P090887,AGRICULTURAL  DEVELOPMENT AND CREDIT PROJECT-II,ADCP-II,Rufiz Vakhid Chirag-Zade,Europe And Central Asia,Azerbaijan,Agriculture and Food,,29.2,Closed,,2006,2012
P081255,Changjiang/Pearl River Watershed Rehabilitation Project,CN-Changjiang/Pearl River Watershed Reha,Gayane Minasyan,East Asia And Pacific,China,Agriculture and Food,,100,Closed,,2006,2012
P079302,Rural Development Review,ET-RDA (FY06),Madhur Gautam,Africa,Ethiopia,Agriculture and Food,,null,Closed,,2006,
P090757,Land Policy for Growth,Land Policy  for Growth,Klaus W. Deininger,South Asia,India,Agriculture and Food,,null,Closed,,2006,
P097173,Achieving FYR Macedonias Agricultural Potential (P097173),EU COMPETITIVENESS,Julian A. Lampietti,Europe And Central Asia,North Macedonia,Agriculture and Food,,null,Closed,,2006,
P096127,,NA-Land Reform Dialogue (FY06),Rogier J. E. van den Brink,Africa,Namibia,Agriculture and Food,,null,Closed,,2006,
P090512,Land AAA,Land Policy and Conflict,Edward C. Cook,South Asia,Sri Lanka,Agriculture and Food,,null,Closed,,2006,
P081297,Community-Based Land Management Project,GN-GEF CB Land Mgmt SIL (FY06),Amadou Alassane,Africa,Guinea,Agriculture and Food,,7,Closed,,2006,2015
P079275,Rural Capacity Building Project,ET- Cap. Building for Agric. Serv (FY06),Achim Fock,Africa,Ethiopia,Agriculture and Food,,54,Closed,,2006,2012
P093165,Market led Smallholder Development in the Zambezi Valley,MZ-Market Led Smallholder Dev (FY06),Pedro Arlindo,Africa,Mozambique,Agriculture and Food,,20,Closed,,2006,2014
P081567,Agricultural Diversification and Market Development Project,BF-Ag. Diversification & Market Dvt.,Nicolas Ahouissoussi,Africa,Burkina Faso,Agriculture and Food,,66,Closed,,2006,2017
P073493,,MENA Reg'l Initiative for Dryland Mngmt.,Matthias Grueninger,Middle East And North Africa,Middle East and North Africa,Agriculture and Food,,null,Closed,,2006,
P101027,Cotton Seminar in Burkina (June 2006),3A-Cotton Seminar (FY06),Abdoulaye Toure,Africa,Africa,Agriculture and Food,,null,Closed,,2006,
P090977,RURAL AND LAND REFORM SUPPORT,ZA-Rural & Land Reform Supt (FY06),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,null,Closed,,2006,
P090877,Madagascar: Land and Property Rights Review,MG-Land & Prop Rights Review (FY06),Rogier J. E. van den Brink,Africa,Madagascar,Agriculture and Food,,null,Closed,,2006,
P090758,IN Agric Marketing and Value-Chain Development,India Aricultural Marketing,Dina Umali-Deininger,South Asia,India,Agriculture and Food,,null,Closed,,2006,
P085047,Cotton Sector Policy Support in West and Central Africa,3A-W&C Afr Cotton Sec Policies (FY06),Ilhem Salamon,Africa,Africa,Agriculture and Food,,null,Closed,,2006,
